,epochs,batch,lay1_siz,lay1_act,Drop1,lay2_siz,lay2_act,Drop2,lay3_siz,lay3_act,Drop3,lout_siz,lout_act,loss,optimizer,test_accur,train_accur
138,500,375,128,relu,0.3,64,relu,0.5,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.6400000095367432,0.7142857139451163
139,500,375,128,relu,0.3,64,relu,0.5,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.6799999976158142,0.7142857139451163
140,500,375,128,relu,0.3,64,relu,0.5,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
141,500,375,128,relu,0.3,64,relu,0.8,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
142,500,375,128,relu,0.3,64,relu,0.8,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
143,500,375,128,relu,0.3,64,relu,0.8,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
144,500,375,128,relu,0.5,64,relu,0.3,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.6400000095367432,0.7142857139451163
145,500,375,128,relu,0.5,64,relu,0.3,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
146,500,375,128,relu,0.5,64,relu,0.3,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
147,500,375,128,relu,0.5,64,relu,0.5,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
148,500,375,128,relu,0.5,64,relu,0.5,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
149,500,375,128,relu,0.5,64,relu,0.5,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
150,500,375,128,relu,0.5,64,relu,0.8,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
151,500,375,128,relu,0.5,64,relu,0.8,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
152,500,375,128,relu,0.5,64,relu,0.8,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
153,500,375,128,relu,0.8,64,relu,0.3,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
154,500,375,128,relu,0.8,64,relu,0.3,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
155,500,375,128,relu,0.8,64,relu,0.3,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
156,500,375,128,relu,0.8,64,relu,0.5,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
157,500,375,128,relu,0.8,64,relu,0.5,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
158,500,375,128,relu,0.8,64,relu,0.5,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
159,500,375,128,relu,0.8,64,relu,0.8,32,relu,0.3,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
160,500,375,128,relu,0.8,64,relu,0.8,32,relu,0.5,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
161,500,375,128,relu,0.8,64,relu,0.8,32,relu,0.8,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
162,500,375,128,relu,0.3,64,relu,0.3,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.6400000095367432,0.7228571445601327
163,500,375,128,relu,0.3,64,relu,0.3,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.6600000095367432,0.7142857163293022
164,500,375,128,relu,0.3,64,relu,0.3,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.6599999976158142,0.7114285738127573
165,500,375,128,relu,0.3,64,relu,0.5,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.6400000095367432,0.7142857139451163
166,500,375,128,relu,0.3,64,relu,0.5,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.6400000095367432,0.7142857139451163
167,500,375,128,relu,0.3,64,relu,0.5,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
168,500,375,128,relu,0.3,64,relu,0.8,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
169,500,375,128,relu,0.3,64,relu,0.8,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
