,epochs,batch,lay1_siz,lay1_act,Drop1,lay2_siz,lay2_act,Drop2,lay3_siz,lay3_act,Drop3,lout_siz,lout_act,loss,optimizer,test_accur,train_accur
14,350,350,128,relu,0,64,relu,0,32,relu,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
15,350,350,128,relu,0,64,relu,0,32,relu,0,2,sigmoid,mean_squared_error,rmsprop,0.6799999976158142,0.7228571449007307
16,350,350,128,relu,0,64,relu,0,32,relu,0,2,sigmoid,mean_squared_error,adam,0.6399999976158142,0.7428571449007306
17,350,350,128,relu,0,64,relu,0,32,relu,0,2,sigmoid,mean_squared_error,Adagrad,0.6799999976158142,0.7257142877578735
18,350,350,128,relu,0,64,relu,0,32,relu,0,2,sigmoid,mean_squared_error,Adadelta,0.6799999976158142,0.7142857139451163
19,350,350,128,relu,0,64,relu,0,32,relu,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
20,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,categorical_crossentropy,rmsprop,0.56,0.4057142858845847
21,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,categorical_crossentropy,adam,0.54,0.5428571425165449
22,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,categorical_crossentropy,Adagrad,0.6000000095367432,0.7142857136045183
23,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,categorical_crossentropy,Adadelta,0.3600000011920929,0.2828571433680398
24,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,categorical_crossentropy,SGD,0.3600000011920929,0.28857142891202653
25,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,mean_squared_error,rmsprop,0.6799999976158142,0.7314285710879734
26,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,mean_squared_error,adam,0.6200000095367432,0.7314285707473754
27,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,mean_squared_error,Adagrad,0.6799999976158142,0.7142857163293022
28,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,mean_squared_error,Adadelta,0.6599999976158142,0.7028571452413287
29,350,350,128,relu,0,64,relu,0,32,relu,0,2,tanh,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
30,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,categorical_crossentropy,rmsprop,0.6799999976158142,0.7200000023841858
31,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
32,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,categorical_crossentropy,Adagrad,0.6000000095367432,0.7199999993188041
33,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,categorical_crossentropy,Adadelta,0.5599999976158142,0.6999999996594021
34,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
35,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,mean_squared_error,rmsprop,0.5599999976158142,0.6999999996594021
36,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,mean_squared_error,adam,0.5599999976158142,0.6999999996594021
37,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,mean_squared_error,Adagrad,0.4800000011920929,0.33428571462631224
38,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,mean_squared_error,Adadelta,0.5599999976158142,0.6999999996594021
39,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,relu,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
40,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,rmsprop,0.6400000095367432,0.7228571421759469
41,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,adam,0.6200000095367432,0.7199999993188041
42,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,Adagrad,0.6200000095367432,0.7257142850330898
43,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,Adadelta,0.6400000095367432,0.7114285710879734
44,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
45,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,mean_squared_error,rmsprop,0.6799999976158142,0.7257142877578735
46,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,mean_squared_error,adam,0.6399999976158142,0.7314285707473754
47,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,mean_squared_error,Adagrad,0.6399999976158142,0.7285714278902327
48,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,mean_squared_error,Adadelta,0.62,0.7085714282308306
49,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
50,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
51,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
52,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,categorical_crossentropy,Adagrad,0.6000000095367432,0.7199999993188041
53,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,categorical_crossentropy,Adadelta,0.4400000023841858,0.300000000340598
54,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
55,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,mean_squared_error,rmsprop,0.6000000095367432,0.7257142877578735
56,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,mean_squared_error,adam,0.6799999976158142,0.7200000020435878
57,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,mean_squared_error,Adagrad,0.6799999976158142,0.7285714306150164
58,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,mean_squared_error,Adadelta,0.6399999976158142,0.7057142880984715
59,350,350,128,relu,0,64,relu,0,32,sigmoid,0,2,tanh,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
60,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
61,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
62,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,categorical_crossentropy,Adagrad,0.6600000095367432,0.7171428591864449
63,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,categorical_crossentropy,Adadelta,0.5599999976158142,0.6999999996594021
64,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
65,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,mean_squared_error,rmsprop,0.6799999976158142,0.7371428568022592
66,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,mean_squared_error,adam,0.6399999976158142,0.7514285731315613
67,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,mean_squared_error,Adagrad,0.6400000095367432,0.7228571449007307
68,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,mean_squared_error,Adadelta,0.6799999976158142,0.7228571452413286
69,350,350,128,relu,0,64,relu,0,32,tanh,0,2,relu,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
70,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,categorical_crossentropy,rmsprop,0.6000000095367432,0.7228571421759469
71,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,categorical_crossentropy,adam,0.6000000095367432,0.7285714278902327
72,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,categorical_crossentropy,Adagrad,0.6799999976158142,0.7228571449007307
73,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,categorical_crossentropy,Adadelta,0.6799999976158142,0.7085714309556144
74,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
75,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,mean_squared_error,rmsprop,0.6799999976158142,0.7342857163293021
76,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,mean_squared_error,adam,0.5799999976158142,0.7400000017029899
77,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,mean_squared_error,Adagrad,0.6799999976158142,0.7285714306150164
78,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,mean_squared_error,Adadelta,0.6400000095367432,0.7114285734721593
79,350,350,128,relu,0,64,relu,0,32,tanh,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
80,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,categorical_crossentropy,rmsprop,0.6599999976158142,0.7285714282308307
81,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,categorical_crossentropy,adam,0.3600000011920929,0.5114285714285715
82,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,categorical_crossentropy,Adagrad,0.3600000011920929,0.2857142860548837
83,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,categorical_crossentropy,Adadelta,0.42,0.2885714290823255
84,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,categorical_crossentropy,SGD,0.4400000023841858,0.300000000340598
85,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,mean_squared_error,rmsprop,0.6199999976158143,0.7342857139451163
86,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,mean_squared_error,adam,0.6799999976158142,0.7314285734721593
87,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,mean_squared_error,Adagrad,0.6799999976158142,0.7228571449007307
88,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,mean_squared_error,Adadelta,0.6599999976158142,0.7085714309556144
89,350,350,128,relu,0,64,relu,0,32,tanh,0,2,tanh,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
90,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,categorical_crossentropy,rmsprop,0.6799999976158142,0.7142857166699
91,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
92,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,categorical_crossentropy,Adagrad,0.5599999976158142,0.6999999996594021
93,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,categorical_crossentropy,Adadelta,0.6399999976158142,0.7000000023841858
94,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
95,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,mean_squared_error,rmsprop,0.6600000095367432,0.7199999993188041
96,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,mean_squared_error,adam,0.5599999976158142,0.6999999996594021
97,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,mean_squared_error,Adagrad,0.4600000011920929,0.30857142891202655
98,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,mean_squared_error,Adadelta,0.5599999976158142,0.6999999996594021
99,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,relu,mean_squared_error,SGD,0.4400000023841858,0.300000000340598
100,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,categorical_crossentropy,rmsprop,0.6200000095367432,0.7142857136045183
101,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,categorical_crossentropy,adam,0.6200000095367432,0.7285714278902327
102,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,categorical_crossentropy,Adagrad,0.6799999976158142,0.7171428568022592
103,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,categorical_crossentropy,Adadelta,0.6599999976158142,0.7057142880984715
104,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
105,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,mean_squared_error,rmsprop,0.6200000095367432,0.7171428564616612
106,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,mean_squared_error,adam,0.6200000095367432,0.7257142850330898
107,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,mean_squared_error,Adagrad,0.6799999976158142,0.719999999659402
108,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,mean_squared_error,Adadelta,0.6600000095367432,0.7142857163293022
109,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
110,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,categorical_crossentropy,rmsprop,0.6799999976158142,0.7114285710879734
111,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
112,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,categorical_crossentropy,Adagrad,0.5599999976158142,0.6999999996594021
113,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,categorical_crossentropy,Adadelta,0.4400000023841858,0.300000000340598
114,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
115,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,mean_squared_error,rmsprop,0.6799999976158142,0.7142857139451163
116,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,mean_squared_error,adam,0.6600000095367432,0.7142857139451163
117,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,mean_squared_error,Adagrad,0.6600000095367432,0.7228571425165449
118,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,mean_squared_error,Adadelta,0.62,0.7057142853736877
119,350,350,128,relu,0,64,sigmoid,0,32,relu,0,2,tanh,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
120,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,categorical_crossentropy,rmsprop,0.6600000095367432,0.7142857163293022
121,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
122,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,categorical_crossentropy,Adagrad,0.5599999976158142,0.6999999996594021
123,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,categorical_crossentropy,Adadelta,0.5599999976158142,0.6999999996594021
124,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
125,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,mean_squared_error,rmsprop,0.4400000023841858,0.3028571431977408
126,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,mean_squared_error,adam,0.5599999976158142,0.6999999996594021
127,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,mean_squared_error,Adagrad,0.6799999976158142,0.7142857139451163
128,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,mean_squared_error,Adadelta,0.4400000023841858,0.300000000340598
129,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,relu,mean_squared_error,SGD,0.4400000023841858,0.300000000340598
130,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,rmsprop,0.6799999976158142,0.7114285710879734
131,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,adam,0.6400000095367432,0.7200000020435878
132,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,Adagrad,0.6600000095367432,0.7171428591864449
133,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,Adadelta,0.62,0.7057142853736877
134,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
135,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,mean_squared_error,rmsprop,0.6799999976158142,0.7142857139451163
136,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,mean_squared_error,adam,0.6600000095367432,0.7171428591864449
137,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,mean_squared_error,Adagrad,0.6400000095367432,0.7171428564616612
138,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,mean_squared_error,Adadelta,0.5599999976158142,0.6999999996594021
139,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
140,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,categorical_crossentropy,rmsprop,0.4400000023841858,0.300000000340598
141,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,categorical_crossentropy,adam,0.4400000023841858,0.300000000340598
142,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,categorical_crossentropy,Adagrad,0.5599999976158142,0.6999999996594021
143,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,categorical_crossentropy,Adadelta,0.6399999976158142,0.7028571452413287
144,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,categorical_crossentropy,SGD,0.4400000023841858,0.300000000340598
145,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,mean_squared_error,rmsprop,0.6600000095367432,0.7171428591864449
146,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,mean_squared_error,adam,0.6400000095367432,0.7171428591864449
147,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,mean_squared_error,Adagrad,0.6600000095367432,0.7171428568022592
148,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,mean_squared_error,Adadelta,0.6600000095367432,0.7142857163293022
149,350,350,128,relu,0,64,sigmoid,0,32,sigmoid,0,2,tanh,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
150,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,categorical_crossentropy,rmsprop,0.4400000023841858,0.300000000340598
151,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
152,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,categorical_crossentropy,Adagrad,0.6600000095367432,0.7142857163293022
153,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,categorical_crossentropy,Adadelta,0.4400000023841858,0.300000000340598
154,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
155,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,mean_squared_error,rmsprop,0.5599999976158142,0.6999999996594021
156,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,mean_squared_error,adam,0.6799999976158142,0.7171428591864449
157,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,mean_squared_error,Adagrad,0.5599999976158142,0.6999999996594021
158,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,mean_squared_error,Adadelta,0.5599999976158142,0.6999999996594021
159,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,relu,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
160,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,categorical_crossentropy,rmsprop,0.6799999976158142,0.7142857139451163
161,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,categorical_crossentropy,adam,0.6200000095367432,0.7285714306150164
162,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,categorical_crossentropy,Adagrad,0.6799999976158142,0.7171428568022592
163,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,categorical_crossentropy,Adadelta,0.6399999976158142,0.7000000023841858
164,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
165,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,mean_squared_error,rmsprop,0.6799999976158142,0.7114285738127573
166,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,mean_squared_error,adam,0.6599999976158142,0.7257142877578735
167,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,mean_squared_error,Adagrad,0.6400000095367432,0.7200000020435878
168,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,mean_squared_error,Adadelta,0.62,0.7085714282308306
169,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
170,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
171,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,categorical_crossentropy,adam,0.4400000023841858,0.300000000340598
172,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,categorical_crossentropy,Adagrad,0.5599999976158142,0.6999999996594021
173,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,categorical_crossentropy,Adadelta,0.5599999976158142,0.6999999996594021
174,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
175,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,mean_squared_error,rmsprop,0.6400000095367432,0.7142857136045183
176,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,mean_squared_error,adam,0.6600000095367432,0.7171428568022592
177,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,mean_squared_error,Adagrad,0.6799999976158142,0.7142857139451163
178,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,mean_squared_error,Adadelta,0.5599999976158142,0.6999999996594021
179,350,350,128,relu,0,64,sigmoid,0,32,tanh,0,2,tanh,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
180,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
181,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,categorical_crossentropy,adam,0.5599999976158142,0.6999999996594021
182,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,categorical_crossentropy,Adagrad,0.6400000095367432,0.7114285710879734
183,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,categorical_crossentropy,Adadelta,0.5800000095367431,0.7200000017029898
184,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
185,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,mean_squared_error,rmsprop,0.6199999976158143,0.7285714309556144
186,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,mean_squared_error,adam,0.5000000011920929,0.35428571462631225
187,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,mean_squared_error,Adagrad,0.6600000095367432,0.7257142877578735
188,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,mean_squared_error,Adadelta,0.6799999976158142,0.7171428568022592
189,350,350,128,relu,0,64,tanh,0,32,relu,0,2,relu,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
190,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,categorical_crossentropy,rmsprop,0.6000000095367432,0.7199999993188041
191,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,categorical_crossentropy,adam,0.6199999976158143,0.7428571449007306
192,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,categorical_crossentropy,Adagrad,0.6599999976158142,0.737142859186445
193,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,categorical_crossentropy,Adadelta,0.6400000095367432,0.7142857136045183
194,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,categorical_crossentropy,SGD,0.5599999976158142,0.6999999996594021
195,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,mean_squared_error,rmsprop,0.5800000095367431,0.7228571445601327
196,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,mean_squared_error,adam,0.6199999976158143,0.7400000020435878
197,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,mean_squared_error,Adagrad,0.6000000095367432,0.7199999993188041
198,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,mean_squared_error,Adadelta,0.6799999976158142,0.7142857139451163
199,350,350,128,relu,0,64,tanh,0,32,relu,0,2,sigmoid,mean_squared_error,SGD,0.5599999976158142,0.6999999996594021
200,350,350,128,relu,0,64,tanh,0,32,relu,0,2,tanh,categorical_crossentropy,rmsprop,0.62,0.7142857139451163
201,350,350,128,relu,0,64,tanh,0,32,relu,0,2,tanh,categorical_crossentropy,adam,0.3400000011920929,0.2828571431977408
202,350,350,128,relu,0,64,tanh,0,32,relu,0,2,tanh,categorical_crossentropy,Adagrad,0.5599999976158142,0.6999999996594021
203,350,350,128,relu,0,64,tanh,0,32,relu,0,2,tanh,categorical_crossentropy,Adadelta,0.6200000095367432,0.7142857139451163
